Project ID,Client,Business Unit,Activity,Entity,Geography,Commercial Lead,Stage,Start Date,End Date,Month,Year,Revenue,Currency,New/Existing,Weighted %,Weighted Pipeline
P01254_1,Beaumont Digital,Brand Strategy,Marketing,Nexum EMEA,France,Pierre Moreau,Lost,07/04/2025,21/05/2025,4,2025,30968.35,EUR,Existing Business,,
P01254_1,Beaumont Digital,Brand Strategy,Marketing,Nexum EMEA,France,Pierre Moreau,Lost,07/04/2025,21/05/2025,5,2025,25806.96,EUR,Existing Business,,
P02115_1,Larchwood Services,Training & Development,HR,Nexum Iberia,Spain,Sarah Mitchell,Lost,08/04/2025,24/05/2025,4,2025,27070.75,EUR,Existing Business,,
P02115_1,Larchwood Services,Training & Development,HR,Nexum Iberia,Spain,Sarah Mitchell,Lost,08/04/2025,24/05/2025,5,2025,27070.75,EUR,Existing Business,,
P00659_1,Hannover Capital,Financial Planning,Finance,Nexum EMEA,Germany,Stefan Krause,Lost,09/04/2025,26/07/2025,4,2025,13276.71,EUR,Existing Business,,
P00659_1,Hannover Capital,Financial Planning,Finance,Nexum EMEA,Germany,Stefan Krause,Lost,09/04/2025,26/07/2025,5,2025,18255.47,EUR,Existing Business,,
P00659_1,Hannover Capital,Financial Planning,Finance,Nexum EMEA,Germany,Stefan Krause,Lost,09/04/2025,26/07/2025,6,2025,16918.13,EUR,Existing Business,,
P00659_1,Hannover Capital,Financial Planning,Finance,Nexum EMEA,Germany,Stefan Krause,Lost,09/04/2025,26/07/2025,7,2025,14082.33,EUR,Existing Business,,
P00675_1,Ironside Tech,Tax Optimization,Finance,Nexum EMEA,Germany,Luisa Meier,Won,09/04/2025,23/05/2025,4,2025,48985.75,EUR,Existing Business,,
P00675_1,Ironside Tech,Tax Optimization,Finance,Nexum EMEA,Germany,Luisa Meier,Won,09/04/2025,23/05/2025,5,2025,52047.35,EUR,Existing Business,,
P01085_1,Normandie Digital,Recruitment,HR,Nexum EMEA,France,Laura Dupont,Won,11/04/2025,07/05/2025,4,2025,14697.91,EUR,Existing Business,,
P01085_1,Normandie Digital,Recruitment,HR,Nexum EMEA,France,Laura Dupont,Won,11/04/2025,07/05/2025,5,2025,5249.25,EUR,Existing Business,,
P01115_1,Meridian Healthcare,HR Transformation,HR,Nexum EMEA,France,Pierre Moreau,Lost,11/04/2025,06/08/2025,4,2025,7786.1,EUR,Existing Business,,
P01115_1,Meridian Healthcare,HR Transformation,HR,Nexum EMEA,France,Pierre Moreau,Lost,11/04/2025,06/08/2025,5,2025,12235.3,EUR,Existing Business,,
P01115_1,Meridian Healthcare,HR Transformation,HR,Nexum EMEA,France,Pierre Moreau,Lost,11/04/2025,06/08/2025,6,2025,11338.98,EUR,Existing Business,,
P01115_1,Meridian Healthcare,HR Transformation,HR,Nexum EMEA,France,Pierre Moreau,Lost,11/04/2025,06/08/2025,7,2025,11425.37,EUR,Existing Business,,
P01115_1,Meridian Healthcare,HR Transformation,HR,Nexum EMEA,France,Pierre Moreau,Lost,11/04/2025,06/08/2025,8,2025,1835.84,EUR,Existing Business,,
P01253_1,Bordeaux Finance,Brand Strategy,Marketing,Nexum EMEA,France,Laura Dupont,Won,11/04/2025,02/06/2025,4,2025,32237.27,EUR,Existing Business,,
P01253_1,Bordeaux Finance,Brand Strategy,Marketing,Nexum EMEA,France,Laura Dupont,Won,11/04/2025,02/06/2025,5,2025,50658.56,EUR,Existing Business,,
P01253_1,Bordeaux Finance,Brand Strategy,Marketing,Nexum EMEA,France,Laura Dupont,Won,11/04/2025,02/06/2025,6,2025,2235.59,EUR,Existing Business,,
P02193_1,Montserrat Group,Financial Planning,Finance,Nexum Iberia,Spain,Marta Iglesias,Won,11/04/2025,30/07/2025,4,2025,16873.6,EUR,Existing Business,,
P02193_1,Montserrat Group,Financial Planning,Finance,Nexum Iberia,Spain,Marta Iglesias,Won,11/04/2025,30/07/2025,5,2025,26515.66,EUR,Existing Business,,
P02193_1,Montserrat Group,Financial Planning,Finance,Nexum Iberia,Spain,Marta Iglesias,Won,11/04/2025,30/07/2025,6,2025,24573.21,EUR,Existing Business,,
P02193_1,Montserrat Group,Financial Planning,Finance,Nexum Iberia,Spain,Marta Iglesias,Won,11/04/2025,30/07/2025,7,2025,23683.89,EUR,Existing Business,,
P02259_1,Verdana Holdings,Brand Strategy,Marketing,Nexum Iberia,Spain,Marta Iglesias,Lost,11/04/2025,20/06/2025,4,2025,18545.93,EUR,Existing Business,,
P02259_1,Verdana Holdings,Brand Strategy,Marketing,Nexum Iberia,Spain,Marta Iglesias,Lost,11/04/2025,20/06/2025,5,2025,29143.6,EUR,Existing Business,,
P02259_1,Verdana Holdings,Brand Strategy,Marketing,Nexum Iberia,Spain,Marta Iglesias,Lost,11/04/2025,20/06/2025,6,2025,19291.88,EUR,Existing Business,,
P01199_1,Lumière Retail,Tax Optimization,Finance,Nexum EMEA,France,Pierre Moreau,Won,12/04/2025,18/05/2025,4,2025,19118.74,EUR,Existing Business,,
P01199_1,Lumière Retail,Tax Optimization,Finance,Nexum EMEA,France,Pierre Moreau,Won,12/04/2025,18/05/2025,5,2025,17648.07,EUR,Existing Business,,
P00626_1,Ironside Tech,HR Compliance,HR,Nexum EMEA,Germany,Stefan Krause,Won,13/04/2025,04/05/2025,4,2025,41045.88,EUR,Existing Business,,
P00626_1,Ironside Tech,HR Compliance,HR,Nexum EMEA,Germany,Stefan Krause,Won,13/04/2025,04/05/2025,5,2025,6314.75,EUR,Existing Business,,
P01613_1,Yardarm Shipping,Recruitment,HR,Nexum EMEA,Italy,Marco Bellini,Won,14/04/2025,10/05/2025,4,2025,8471.12,EUR,Existing Business,,
P01613_1,Yardarm Shipping,Recruitment,HR,Nexum EMEA,Italy,Marco Bellini,Won,14/04/2025,10/05/2025,5,2025,4561.37,EUR,Existing Business,,
P02240_1,Madrid Consulting,Accounting Transformation,Finance,Nexum Iberia,Spain,Marta Iglesias,Lost,14/04/2025,29/08/2025,4,2025,6619.95,EUR,Existing Business,,
P02240_1,Madrid Consulting,Accounting Transformation,Finance,Nexum Iberia,Spain,Marta Iglesias,Lost,14/04/2025,29/08/2025,5,2025,11202.99,EUR,Existing Business,,
P02240_1,Madrid Consulting,Accounting Transformation,Finance,Nexum Iberia,Spain,Marta Iglesias,Lost,14/04/2025,29/08/2025,6,2025,10382.29,EUR,Existing Business,,
P02240_1,Madrid Consulting,Accounting Transformation,Finance,Nexum Iberia,Spain,Marta Iglesias,Lost,14/04/2025,29/08/2025,7,2025,10461.4,EUR,Existing Business,,
P02240_1,Madrid Consulting,Accounting Transformation,Finance,Nexum Iberia,Spain,Marta Iglesias,Lost,14/04/2025,29/08/2025,8,2025,8824.95,EUR,Existing Business,,
P00049_1,Juniper Capital,HR Transformation,HR,Nexum UK,UK,James Thornton,Won,15/04/2025,12/07/2025,4,2025,33604.62,GBP,Existing Business,,
P00049_1,Juniper Capital,HR Transformation,HR,Nexum UK,UK,James Thornton,Won,15/04/2025,12/07/2025,5,2025,61608.47,GBP,Existing Business,,
P00049_1,Juniper Capital,HR Transformation,HR,Nexum UK,UK,James Thornton,Won,15/04/2025,12/07/2025,6,2025,57095.23,GBP,Existing Business,,
P00049_1,Juniper Capital,HR Transformation,HR,Nexum UK,UK,James Thornton,Won,15/04/2025,12/07/2025,7,2025,22511.83,GBP,Existing Business,,
P02113_1,Castillo & Partners,Training & Development,HR,Nexum Iberia,Spain,Marta Iglesias,Won,15/04/2025,05/06/2025,4,2025,24359.41,EUR,Existing Business,,
P02113_1,Castillo & Partners,Training & Development,HR,Nexum Iberia,Spain,Marta Iglesias,Won,15/04/2025,05/06/2025,5,2025,44658.91,EUR,Existing Business,,
P02113_1,Castillo & Partners,Training & Development,HR,Nexum Iberia,Spain,Marta Iglesias,Won,15/04/2025,05/06/2025,6,2025,7883.3,EUR,Existing Business,,
P02128_1,Valencia Group,HR Transformation,HR,Nexum Iberia,Spain,Sarah Mitchell,Lost,15/04/2025,12/08/2025,4,2025,13884.21,EUR,Existing Business,,
P02128_1,Valencia Group,HR Transformation,HR,Nexum Iberia,Spain,Sarah Mitchell,Lost,15/04/2025,12/08/2025,5,2025,25454.38,EUR,Existing Business,,
P02128_1,Valencia Group,HR Transformation,HR,Nexum Iberia,Spain,Sarah Mitchell,Lost,15/04/2025,12/08/2025,6,2025,23589.68,EUR,Existing Business,,
P02128_1,Valencia Group,HR Transformation,HR,Nexum Iberia,Spain,Sarah Mitchell,Lost,15/04/2025,12/08/2025,7,2025,23769.41,EUR,Existing Business,,
P02128_1,Valencia Group,HR Transformation,HR,Nexum Iberia,Spain,Sarah Mitchell,Lost,15/04/2025,12/08/2025,8,2025,7638.56,EUR,Existing Business,,
P00116_1,Oakfield Partners,Financial Planning,Finance,Nexum UK,UK,James Thornton,Won,16/04/2025,03/08/2025,4,2025,17278.62,GBP,Existing Business,,
P00116_1,Oakfield Partners,Financial Planning,Finance,Nexum UK,UK,James Thornton,Won,16/04/2025,03/08/2025,5,2025,34557.24,GBP,Existing Business,,
P00116_1,Oakfield Partners,Financial Planning,Finance,Nexum UK,UK,James Thornton,Won,16/04/2025,03/08/2025,6,2025,32025.68,GBP,Existing Business,,
P00116_1,Oakfield Partners,Financial Planning,Finance,Nexum UK,UK,James Thornton,Won,16/04/2025,03/08/2025,7,2025,32269.69,GBP,Existing Business,,
P00116_1,Oakfield Partners,Financial Planning,Finance,Nexum UK,UK,James Thornton,Won,16/04/2025,03/08/2025,8,2025,1296.28,GBP,Existing Business,,
P01811_1,Pinnacle Exports,Sales Enablement,Marketing,Nexum EMEA,Italy,Giulia Romano,Won,18/04/2025,08/07/2025,4,2025,8691.75,EUR,Existing Business,,
P01811_1,Pinnacle Exports,Sales Enablement,Marketing,Nexum EMEA,Italy,Giulia Romano,Won,18/04/2025,08/07/2025,5,2025,21246.51,EUR,Existing Business,,
P01811_1,Pinnacle Exports,Sales Enablement,Marketing,Nexum EMEA,Italy,Giulia Romano,Won,18/04/2025,08/07/2025,6,2025,19690.06,EUR,Existing Business,,
P01811_1,Pinnacle Exports,Sales Enablement,Marketing,Nexum EMEA,Italy,Giulia Romano,Won,18/04/2025,08/07/2025,7,2025,5175.67,EUR,Existing Business,,
P00592_1,Müller & Partner,HR Transformation,HR,Nexum EMEA,Germany,Tom Becker,Won,19/04/2025,11/08/2025,4,2025,12325.81,EUR,Existing Business,,
P00592_1,Müller & Partner,HR Transformation,HR,Nexum EMEA,Germany,Tom Becker,Won,19/04/2025,11/08/2025,5,2025,33895.98,EUR,Existing Business,,
P00592_1,Müller & Partner,HR Transformation,HR,Nexum EMEA,Germany,Tom Becker,Won,19/04/2025,11/08/2025,6,2025,31412.87,EUR,Existing Business,,
P00592_1,Müller & Partner,HR Transformation,HR,Nexum EMEA,Germany,Tom Becker,Won,19/04/2025,11/08/2025,7,2025,31652.21,EUR,Existing Business,,
P00592_1,Müller & Partner,HR Transformation,HR,Nexum EMEA,Germany,Tom Becker,Won,19/04/2025,11/08/2025,8,2025,8900.31,EUR,Existing Business,,
P01301_1,Meridian Healthcare,Sales Enablement,Marketing,Nexum EMEA,France,Camille Roussel,Won,19/04/2025,29/06/2025,4,2025,6812.86,EUR,Existing Business,,
P01301_1,Meridian Healthcare,Sales Enablement,Marketing,Nexum EMEA,France,Camille Roussel,Won,19/04/2025,29/06/2025,5,2025,18735.36,EUR,Existing Business,,
P01301_1,Meridian Healthcare,Sales Enablement,Marketing,Nexum EMEA,France,Camille Roussel,Won,19/04/2025,29/06/2025,6,2025,16536.07,EUR,Existing Business,,
P00170_1,Ashford Industries,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Lost,21/04/2025,05/08/2025,4,2025,13211.58,GBP,Existing Business,,
P00170_1,Ashford Industries,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Lost,21/04/2025,05/08/2025,5,2025,36331.86,GBP,Existing Business,,
P00170_1,Ashford Industries,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Lost,21/04/2025,05/08/2025,6,2025,33670.3,GBP,Existing Business,,
P00170_1,Ashford Industries,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Lost,21/04/2025,05/08/2025,7,2025,33926.84,GBP,Existing Business,,
P00170_1,Ashford Industries,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Lost,21/04/2025,05/08/2025,8,2025,4088.54,GBP,Existing Business,,
P01184_1,Meridian Healthcare,Financial Planning,Finance,Nexum EMEA,France,Laura Dupont,Won,21/04/2025,17/07/2025,4,2025,8512.98,EUR,Existing Business,,
P01184_1,Meridian Healthcare,Financial Planning,Finance,Nexum EMEA,France,Laura Dupont,Won,21/04/2025,17/07/2025,5,2025,23410.69,EUR,Existing Business,,
P01184_1,Meridian Healthcare,Financial Planning,Finance,Nexum EMEA,France,Laura Dupont,Won,21/04/2025,17/07/2025,6,2025,21695.7,EUR,Existing Business,,
P01184_1,Meridian Healthcare,Financial Planning,Finance,Nexum EMEA,France,Laura Dupont,Won,21/04/2025,17/07/2025,7,2025,12356.22,EUR,Existing Business,,
P01689_1,Yardarm Shipping,CFO Advisory,Finance,Nexum EMEA,Italy,Marco Bellini,Won,21/04/2025,20/08/2025,4,2025,4372.41,EUR,Existing Business,,
P01689_1,Yardarm Shipping,CFO Advisory,Finance,Nexum EMEA,Italy,Marco Bellini,Won,21/04/2025,20/08/2025,5,2025,12024.13,EUR,Existing Business,,
P01689_1,Yardarm Shipping,CFO Advisory,Finance,Nexum EMEA,Italy,Marco Bellini,Won,21/04/2025,20/08/2025,6,2025,11143.28,EUR,Existing Business,,
P01689_1,Yardarm Shipping,CFO Advisory,Finance,Nexum EMEA,Italy,Marco Bellini,Won,21/04/2025,20/08/2025,7,2025,11228.19,EUR,Existing Business,,
P01689_1,Yardarm Shipping,CFO Advisory,Finance,Nexum EMEA,Italy,Marco Bellini,Won,21/04/2025,20/08/2025,8,2025,6314.53,EUR,Existing Business,,
P01132_1,Cedar Group,Payroll Advisory,HR,Nexum EMEA,France,Pierre Moreau,Won,22/04/2025,23/06/2025,4,2025,4186.6,EUR,Existing Business,,
P01132_1,Cedar Group,Payroll Advisory,HR,Nexum EMEA,France,Pierre Moreau,Won,22/04/2025,23/06/2025,5,2025,13157.88,EUR,Existing Business,,
P01132_1,Cedar Group,Payroll Advisory,HR,Nexum EMEA,France,Pierre Moreau,Won,22/04/2025,23/06/2025,6,2025,9290.65,EUR,Existing Business,,
P00709_1,Ironside Tech,Accounting Transformation,Finance,Nexum EMEA,Germany,Tom Becker,Won,23/04/2025,30/07/2025,4,2025,6546.41,EUR,Existing Business,,
P00709_1,Ironside Tech,Accounting Transformation,Finance,Nexum EMEA,Germany,Tom Becker,Won,23/04/2025,30/07/2025,5,2025,24003.52,EUR,Existing Business,,
P00709_1,Ironside Tech,Accounting Transformation,Finance,Nexum EMEA,Germany,Tom Becker,Won,23/04/2025,30/07/2025,6,2025,22245.1,EUR,Existing Business,,
P00709_1,Ironside Tech,Accounting Transformation,Finance,Nexum EMEA,Germany,Tom Becker,Won,23/04/2025,30/07/2025,7,2025,21440.04,EUR,Existing Business,,
P00081_1,Quorum Staffing,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Lost,24/04/2025,05/06/2025,4,2025,12804.24,GBP,Existing Business,,
P00081_1,Quorum Staffing,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Lost,24/04/2025,05/06/2025,5,2025,56338.64,GBP,Existing Business,,
P00081_1,Quorum Staffing,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Lost,24/04/2025,05/06/2025,6,2025,9945.04,GBP,Existing Business,,
P00168_1,Redbridge Media,Accounting Transformation,Finance,Nexum UK,UK,Oliver Hayes,Won,24/04/2025,19/07/2025,4,2025,7854.4,GBP,Existing Business,,
P00168_1,Redbridge Media,Accounting Transformation,Finance,Nexum UK,UK,Oliver Hayes,Won,24/04/2025,19/07/2025,5,2025,34559.36,GBP,Existing Business,,
P00168_1,Redbridge Media,Accounting Transformation,Finance,Nexum UK,UK,Oliver Hayes,Won,24/04/2025,19/07/2025,6,2025,32027.65,GBP,Existing Business,,
P00168_1,Redbridge Media,Accounting Transformation,Finance,Nexum UK,UK,Oliver Hayes,Won,24/04/2025,19/07/2025,7,2025,19643.63,GBP,Existing Business,,
P01688_1,Torino Digital,CFO Advisory,Finance,Nexum EMEA,Italy,Michael Chen,Won,24/04/2025,16/09/2025,4,2025,3552.52,EUR,Existing Business,,
P01688_1,Torino Digital,CFO Advisory,Finance,Nexum EMEA,Italy,Michael Chen,Won,24/04/2025,16/09/2025,5,2025,15631.11,EUR,Existing Business,,
P01688_1,Torino Digital,CFO Advisory,Finance,Nexum EMEA,Italy,Michael Chen,Won,24/04/2025,16/09/2025,6,2025,14486.02,EUR,Existing Business,,
P01688_1,Torino Digital,CFO Advisory,Finance,Nexum EMEA,Italy,Michael Chen,Won,24/04/2025,16/09/2025,7,2025,14596.39,EUR,Existing Business,,
P01688_1,Torino Digital,CFO Advisory,Finance,Nexum EMEA,Italy,Michael Chen,Won,24/04/2025,16/09/2025,8,2025,12313.12,EUR,Existing Business,,
P01688_1,Torino Digital,CFO Advisory,Finance,Nexum EMEA,Italy,Michael Chen,Won,24/04/2025,16/09/2025,9,2025,8443.28,EUR,Existing Business,,
P00593_1,Ironside Tech,HR Transformation,HR,Nexum EMEA,Germany,Luisa Meier,Lost,25/04/2025,04/08/2025,4,2025,5353.55,EUR,Existing Business,,
P00593_1,Ironside Tech,HR Transformation,HR,Nexum EMEA,Germany,Luisa Meier,Lost,25/04/2025,04/08/2025,5,2025,29444.55,EUR,Existing Business,,
P00593_1,Ironside Tech,HR Transformation,HR,Nexum EMEA,Germany,Luisa Meier,Lost,25/04/2025,04/08/2025,6,2025,27287.54,EUR,Existing Business,,
P00593_1,Ironside Tech,HR Transformation,HR,Nexum EMEA,Germany,Luisa Meier,Lost,25/04/2025,04/08/2025,7,2025,27495.44,EUR,Existing Business,,
P00593_1,Ironside Tech,HR Transformation,HR,Nexum EMEA,Germany,Luisa Meier,Lost,25/04/2025,04/08/2025,8,2025,2208.99,EUR,Existing Business,,
P00773_1,Rhein Partners,Sales Enablement,Marketing,Nexum EMEA,Germany,Tom Becker,Won,25/04/2025,05/07/2025,4,2025,7228.05,EUR,Existing Business,,
P00773_1,Rhein Partners,Sales Enablement,Marketing,Nexum EMEA,Germany,Tom Becker,Won,25/04/2025,05/07/2025,5,2025,39754.27,EUR,Existing Business,,
P00773_1,Rhein Partners,Sales Enablement,Marketing,Nexum EMEA,Germany,Tom Becker,Won,25/04/2025,05/07/2025,6,2025,36842.0,EUR,Existing Business,,
P00773_1,Rhein Partners,Sales Enablement,Marketing,Nexum EMEA,Germany,Tom Becker,Won,25/04/2025,05/07/2025,7,2025,6456.12,EUR,Existing Business,,
P00005_1,Brennan & Associates,Recruitment,HR,Nexum UK,UK,Emma Clarke,Won,01/05/2025,31/05/2025,5,2025,35703.51,GBP,Existing Business,,
P00021_1,Juniper Capital,Training & Development,HR,Nexum UK,UK,Oliver Hayes,Won,01/05/2025,31/05/2025,5,2025,19043.22,GBP,Existing Business,,
P00037_1,Quorum Staffing,HR Transformation,HR,Nexum UK,UK,Oliver Hayes,Won,01/05/2025,31/05/2025,5,2025,61129.39,GBP,Existing Business,,
P00056_1,Redbridge Media,Payroll Advisory,HR,Nexum UK,UK,Oliver Hayes,Won,01/05/2025,31/05/2025,5,2025,62270.63,GBP,Existing Business,,
P00072_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Oliver Hayes,Won,01/05/2025,31/05/2025,5,2025,31210.76,GBP,Existing Business,,
P00088_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/05/2025,31/05/2025,5,2025,127970.64,GBP,Existing Business,,
P00107_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,James Thornton,Won,01/05/2025,31/05/2025,5,2025,44693.69,GBP,Existing Business,,
P00124_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Oliver Hayes,Won,01/05/2025,31/05/2025,5,2025,39527.75,GBP,Existing Business,,
P00141_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/05/2025,31/05/2025,5,2025,47447.71,GBP,Existing Business,,
P00160_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/05/2025,31/05/2025,5,2025,45320.07,GBP,Existing Business,,
P00179_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Oliver Hayes,Won,01/05/2025,31/05/2025,5,2025,65945.83,GBP,Existing Business,,
P00195_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Oliver Hayes,Won,01/05/2025,31/05/2025,5,2025,38533.85,GBP,Existing Business,,
P00212_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,James Thornton,Won,01/05/2025,31/05/2025,5,2025,17851.09,GBP,Existing Business,,
P00228_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/05/2025,31/05/2025,5,2025,88547.49,GBP,Existing Business,,
P00245_1,Whitmore Consulting,Customer Experience,Marketing,Nexum UK,UK,James Thornton,Won,01/05/2025,31/05/2025,5,2025,52454.44,GBP,Existing Business,,
P00551_1,Dalton Manufacturing,Recruitment,HR,Nexum EMEA,Germany,Luisa Meier,Won,01/05/2025,31/05/2025,5,2025,44057.44,EUR,Existing Business,,
P00567_1,Ironside Tech,Training & Development,HR,Nexum EMEA,Germany,Stefan Krause,Won,01/05/2025,31/05/2025,5,2025,4431.77,EUR,Existing Business,,
P00583_1,Northfield Construction,HR Transformation,HR,Nexum EMEA,Germany,Tom Becker,Won,01/05/2025,31/05/2025,5,2025,44738.06,EUR,Existing Business,,
P00600_1,Solaris Energy,Payroll Advisory,HR,Nexum EMEA,Germany,Stefan Krause,Won,01/05/2025,31/05/2025,5,2025,40066.13,EUR,Existing Business,,
P00616_1,Xero Dynamics,HR Compliance,HR,Nexum EMEA,Germany,Luisa Meier,Won,01/05/2025,31/05/2025,5,2025,42492.17,EUR,Existing Business,,
P00632_1,Bergmann GmbH,CFO Advisory,Finance,Nexum EMEA,Germany,Stefan Krause,Won,01/05/2025,31/05/2025,5,2025,87255.91,EUR,Existing Business,,
P00651_1,Kessler Industries,Financial Planning,Finance,Nexum EMEA,Germany,Tom Becker,Won,01/05/2025,31/05/2025,5,2025,58349.52,EUR,Existing Business,,
P00667_1,Rhein Partners,Tax Optimization,Finance,Nexum EMEA,Germany,Tom Becker,Won,01/05/2025,31/05/2025,5,2025,11597.04,EUR,Existing Business,,
P00683_1,Fischer & Weber,M&A Support,Finance,Nexum EMEA,Germany,Tom Becker,Won,01/05/2025,31/05/2025,5,2025,47473.21,EUR,Existing Business,,
P00700_1,Steinberg Digital,Accounting Transformation,Finance,Nexum EMEA,Germany,Tom Becker,Won,01/05/2025,31/05/2025,5,2025,56546.71,EUR,Existing Business,,
P00717_1,Müller & Partner,Brand Strategy,Marketing,Nexum EMEA,Germany,Stefan Krause,Won,01/05/2025,31/05/2025,5,2025,17549.87,EUR,Existing Business,,
P00733_1,Heinz Group,Digital Marketing,Marketing,Nexum EMEA,Germany,Luisa Meier,Won,01/05/2025,31/05/2025,5,2025,24181.67,EUR,Existing Business,,
P00749_1,Dortmund Services,Market Research,Marketing,Nexum EMEA,Germany,Tom Becker,Won,01/05/2025,31/05/2025,5,2025,23635.88,EUR,Existing Business,,
P00765_1,Bremen Digital,Sales Enablement,Marketing,Nexum EMEA,Germany,Tom Becker,Won,01/05/2025,31/05/2025,5,2025,11178.57,EUR,Existing Business,,
P00781_1,Hannover Capital,Customer Experience,Marketing,Nexum EMEA,Germany,Tom Becker,Won,01/05/2025,31/05/2025,5,2025,69161.49,EUR,Existing Business,,
P01075_1,Cedar Group,Recruitment,HR,Nexum EMEA,France,Camille Roussel,Won,01/05/2025,31/05/2025,5,2025,38269.17,EUR,Existing Business,,
P01091_1,Harbourside Hotels,Training & Development,HR,Nexum EMEA,France,Camille Roussel,Won,01/05/2025,31/05/2025,5,2025,14486.24,EUR,Existing Business,,
P01107_1,Meridian Healthcare,HR Transformation,HR,Nexum EMEA,France,Pierre Moreau,Won,01/05/2025,31/05/2025,5,2025,7249.59,EUR,Existing Business,,
P01123_1,Thornton Pharma,Payroll Advisory,HR,Nexum EMEA,France,Laura Dupont,Won,01/05/2025,31/05/2025,5,2025,27412.22,EUR,Existing Business,,
P01139_1,Lumière Retail,HR Compliance,HR,Nexum EMEA,France,Camille Roussel,Won,01/05/2025,31/05/2025,5,2025,61457.03,EUR,Existing Business,,
P01155_1,Dupont Finances,CFO Advisory,Finance,Nexum EMEA,France,Camille Roussel,Won,01/05/2025,31/05/2025,5,2025,57349.75,EUR,Existing Business,,
P01174_1,Girard & Associés,Financial Planning,Finance,Nexum EMEA,France,Pierre Moreau,Won,01/05/2025,31/05/2025,5,2025,14490.77,EUR,Existing Business,,
P01191_1,Marceau Logistics,Tax Optimization,Finance,Nexum EMEA,France,Laura Dupont,Won,01/05/2025,31/05/2025,5,2025,2650.86,EUR,Existing Business,,
P01207_1,Beaumont Digital,M&A Support,Finance,Nexum EMEA,France,Laura Dupont,Won,01/05/2025,31/05/2025,5,2025,61937.59,EUR,Existing Business,,
P01226_1,Fontaine Capital,Accounting Transformation,Finance,Nexum EMEA,France,Camille Roussel,Won,01/05/2025,31/05/2025,5,2025,87754.78,EUR,Existing Business,,
P01243_1,Leclerc Associés,Brand Strategy,Marketing,Nexum EMEA,France,Pierre Moreau,Won,01/05/2025,31/05/2025,5,2025,10949.86,EUR,Existing Business,,
P01259_1,Renaud Capital,Digital Marketing,Marketing,Nexum EMEA,France,Pierre Moreau,Won,01/05/2025,31/05/2025,5,2025,50556.69,EUR,Existing Business,,
P01275_1,Chevalier & Fils,Market Research,Marketing,Nexum EMEA,France,Camille Roussel,Won,01/05/2025,31/05/2025,5,2025,53199.33,EUR,Existing Business,,
P01291_1,Normandie Digital,Sales Enablement,Marketing,Nexum EMEA,France,Pierre Moreau,Won,01/05/2025,31/05/2025,5,2025,5739.59,EUR,Existing Business,,
P01307_1,Bordeaux Finance,Customer Experience,Marketing,Nexum EMEA,France,Laura Dupont,Won,01/05/2025,31/05/2025,5,2025,48183.93,EUR,Existing Business,,
P01604_1,Ergo Solutions,Recruitment,HR,Nexum EMEA,Italy,Giulia Romano,Won,01/05/2025,31/05/2025,5,2025,5728.08,EUR,Existing Business,,
P01619_1,Kendall & Partners,Training & Development,HR,Nexum EMEA,Italy,Michael Chen,Won,01/05/2025,31/05/2025,5,2025,23062.55,EUR,Existing Business,,
P01634_1,Pinnacle Exports,HR Transformation,HR,Nexum EMEA,Italy,Michael Chen,Won,01/05/2025,31/05/2025,5,2025,36368.85,EUR,Existing Business,,
P01649_1,Yardarm Shipping,Payroll Advisory,HR,Nexum EMEA,Italy,Marco Bellini,Won,01/05/2025,31/05/2025,5,2025,11509.25,EUR,Existing Business,,
P01664_1,Milano Ventures,HR Compliance,HR,Nexum EMEA,Italy,Michael Chen,Won,01/05/2025,31/05/2025,5,2025,9453.01,EUR,Existing Business,,
P01679_1,Rossi & Figli,CFO Advisory,Finance,Nexum EMEA,Italy,Marco Bellini,Won,01/05/2025,31/05/2025,5,2025,7225.66,EUR,Existing Business,,
P01695_1,Torino Digital,Financial Planning,Finance,Nexum EMEA,Italy,Marco Bellini,Won,01/05/2025,31/05/2025,5,2025,25023.11,EUR,Existing Business,,
P01710_1,Firenze Consulting,Tax Optimization,Finance,Nexum EMEA,Italy,Michael Chen,Won,01/05/2025,31/05/2025,5,2025,37864.66,EUR,Existing Business,,
